"","iid1","iid2","sharedLength","weight"
"992","Sample5025964","Sample5026407",60533,0.00286398997572755
"993","Sample5025973","Sample5026911",60533,0.00286398997572755
"994","Sample5026407","Sample5027250",60533,0.00286398997572755
"995","Sample5026437","Sample5026814",60533,0.00286398997572755
"996","PU9","Sample5024475",60487,0.00286181358369538
"997","PU9","Sample5026443",60487,0.00286181358369538
"998","Sample5024086","Sample5024252",60487,0.00286181358369538
"999","Sample5024467","Sample5026032",60439,0.00285954256592268
"1000","Sample5024771","Sample5026032",60439,0.00285954256592268
"1001","PU15","Sample5024009",60078,0.00284246261975715
"1002","PU15","Sample5025468",60078,0.00284246261975715
"1003","PU16","Sample5024083",60078,0.00284246261975715
"1004","PU26","Sample5024414",60078,0.00284246261975715
"1005","PU26","Sample5024819",60078,0.00284246261975715
"1006","PU9","Sample5024009",60078,0.00284246261975715
"1007","Sample5024244","Sample5025923",60078,0.00284246261975715
"1008","Sample5025782","Sample5026877",60078,0.00284246261975715
"1009","Sample5026240","Sample5026421",60078,0.00284246261975715
"1010","Sample5024591","Sample5026483",59673,0.00282330090729999
"1011","PU17","Sample5024704",59298,0.00280555858095076
"1012","Sample5024981","Sample5026742",59268,0.00280413919484282
"1013","Sample5025822","Sample5026416",59212,0.002801489674108
"1014","Sample5024591","Sample5025957",58621,0.00277352776778162
"1015","Sample5026240","Sample5026452",58574,0.00277130406287918
"1016","Sample5024467","Sample5025929",58559,0.00277059436982521
"1017","Sample5024771","Sample5025929",58559,0.00277059436982521
"1018","Sample5024992","Sample5025929",58559,0.00277059436982521
"1019","Sample5025929","Sample5025957",58559,0.00277059436982521
"1020","Sample5024513","Sample5026712",58147,0.0027511014672762
"1021","PU5","Sample5026883",58129,0.00275024983561143
"1022","Sample5024275","Sample5024310",58104,0.00274906701385482
"1023","Sample5025291","Sample5026866",58104,0.00274906701385482
"1024","Sample5024704","Sample5026293",57834,0.00273629253888337
"1025","Sample5024515","Sample5025503",57718,0.00273080424593268
"1026","Sample5024173","Sample5026152",57535,0.00272214599067425
"1027","Sample5024011","Sample5024054",57446,0.0027179351452207
"1028","Sample5024011","Sample5025398",57446,0.0027179351452207
"1029","Sample5024054","Sample5025398",57446,0.0027179351452207
"1030","Sample5024473","Sample5026437",57446,0.0027179351452207
"1031","Sample5024704","Sample5026468",57446,0.0027179351452207
"1032","Sample5025261","Sample5025922",57446,0.0027179351452207
"1033","Sample5026437","Sample5026438",57446,0.0027179351452207
"1034","PU19","Sample5026588",57435,0.00271741470364779
"1035","Sample5024442","Sample5025118",57435,0.00271741470364779
"1036","Sample5024536","Sample5025954",57435,0.00271741470364779
"1037","Sample5025065","Sample5025504",57435,0.00271741470364779
"1038","Sample5025684","Sample5026793",57435,0.00271741470364779
"1039","Sample5026433","Sample5026610",57435,0.00271741470364779
"1040","Sample5024179","Sample5024376",57365,0.00271410280272927
"1041","Sample5024376","Sample5024465",57365,0.00271410280272927
"1042","Sample5024485","Sample5025499",57365,0.00271410280272927
"1043","Sample5024820","Sample5026392",57365,0.00271410280272927
"1044","Sample5025822","Sample5026588",57149,0.00270388322275212
"1045","Sample5025773","Sample5026460",57048,0.00269910462285539
"1046","Sample5024442","Sample5025264",56764,0.00268566776770024
"1047","Sample5024819","Sample5026416",56391,0.00266802006709154
"1048","PU1","Sample5025076",55753,0.00263783445586272
"1049","PU13","Sample5024706",55753,0.00263783445586272
"1050","PU14","Sample5026312",55753,0.00263783445586272
"1051","Sample5024083","Sample5025918",55753,0.00263783445586272
"1052","Sample5024706","Sample5026884",55753,0.00263783445586272
"1053","Sample5025504","Sample5025973",55753,0.00263783445586272
"1054","Sample5025973","Sample5026293",55753,0.00263783445586272
"1055","Sample5026175","Sample5026443",55753,0.00263783445586272
"1056","Sample5026443","Sample5026698",55753,0.00263783445586272
"1057","PU26","Sample5026441",55484,0.00262510729376154
"1058","Sample5024831","Sample5025199",55338,0.00261819961470291
"1059","Sample5024244","Sample5026293",55312,0.00261696948007603
"1060","PU12","Sample5026911",55063,0.00260518857538014
"1061","Sample5025264","Sample5026916",55063,0.00260518857538014
"1062","Sample5025261","Sample5026450",54805,0.00259298185485187
"1063","Sample5024096","Sample5025747",54632,0.0025847967282961
"1064","Sample5024179","Sample5025116",54632,0.0025847967282961
"1065","Sample5024179","Sample5025747",54632,0.0025847967282961
"1066","Sample5025116","Sample5025747",54632,0.0025847967282961
"1067","Sample5025116","Sample5026350",54632,0.0025847967282961
"1068","Sample5024019","Sample5025643",54520,0.00257949768682646
"1069","Sample5024244","Sample5025973",54520,0.00257949768682646
"1070","PU4","Sample5026578",54485,0.0025778417363672
"1071","PU9","Sample5024771",54485,0.0025778417363672
"1072","Sample5024996","Sample5025334",54485,0.0025778417363672
"1073","Sample5025264","Sample5025684",54485,0.0025778417363672
"1074","Sample5025958","Sample5025973",54485,0.0025778417363672
"1075","Sample5026441","Sample5026578",54485,0.0025778417363672
"1076","Sample5025918","Sample5025929",54431,0.00257528684137291
"1077","Sample5024165","Sample5025918",54245,0.00256648664750369
"1078","PU11","Sample5024006",53791,0.00254500660440356
"1079","Sample5024467","Sample5025753",53641,0.00253790967386387
"1080","Sample5024771","Sample5025753",53641,0.00253790967386387
"1081","Sample5025753","Sample5025929",53641,0.00253790967386387
"1082","Sample5025753","Sample5025957",53641,0.00253790967386387
"1083","Sample5026175","Sample5026866",53597,0.00253582790757223
"1084","Sample5025973","Sample5026712",53569,0.00253450314720482
"1085","Sample5025654","Sample5026244",53362,0.00252470938306004
"1086","Sample5026244","Sample5026290",53362,0.00252470938306004
"1087","Sample5025958","Sample5026441",53242,0.00251903183862829
"1088","Sample5024179","Sample5026297",53104,0.00251250266253177
"1089","Sample5024465","Sample5026297",53104,0.00251250266253177
"1090","Sample5026133","Sample5026884",53104,0.00251250266253177
"1091","Sample5025065","Sample5025773",52786,0.00249745716978763
"1092","Sample5024463","Sample5024686",52248,0.00247200284558527
"1093","Sample5025116","Sample5026407",52047,0.00246249295866208
"1094","Sample5025684","Sample5026871",52047,0.00246249295866208
"1095","Sample5024252","Sample5024838",51534,0.00243822145621634
"1096","PU2","Sample5026302",51316,0.00242790725049865
"1097","Sample5024467","Sample5024964",51293,0.00242681905448257
"1098","Sample5024469","Sample5024964",51293,0.00242681905448257
"1099","PU12","Sample5026031",50953,0.0024107326785926
"1100","PU15","Sample5024719",50953,0.0024107326785926
"1101","PU15","Sample5026402",50953,0.0024107326785926
"1102","PU18","Sample5025773",50953,0.0024107326785926
"1103","PU18","Sample5026441",50953,0.0024107326785926
"1104","PU4","Sample5025644",50953,0.0024107326785926
"1105","PU5","Sample5024252",50953,0.0024107326785926
"1106","Sample5024054","Sample5026297",50953,0.0024107326785926
"1107","Sample5024069","Sample5024535",50953,0.0024107326785926
"1108","Sample5024069","Sample5024549",50953,0.0024107326785926
"1109","Sample5024082","Sample5024820",50953,0.0024107326785926
"1110","Sample5024244","Sample5024549",50953,0.0024107326785926
"1111","Sample5024252","Sample5025964",50953,0.0024107326785926
"1112","Sample5024252","Sample5027250",50953,0.0024107326785926
"1113","Sample5024416","Sample5026712",50953,0.0024107326785926
"1114","Sample5024461","Sample5027250",50953,0.0024107326785926
"1115","Sample5024465","Sample5024992",50953,0.0024107326785926
"1116","Sample5024549","Sample5025122",50953,0.0024107326785926
"1117","Sample5024680","Sample5025954",50953,0.0024107326785926
"1118","Sample5024704","Sample5026847",50953,0.0024107326785926
"1119","Sample5024706","Sample5025122",50953,0.0024107326785926
"1120","Sample5024820","Sample5026884",50953,0.0024107326785926
"1121","Sample5024992","Sample5026316",50953,0.0024107326785926
"1122","Sample5024992","Sample5026729",50953,0.0024107326785926
"1123","Sample5025118","Sample5026293",50953,0.0024107326785926
"1124","Sample5025654","Sample5026793",50953,0.0024107326785926
"1125","Sample5026312","Sample5026847",50953,0.0024107326785926
"1126","Sample5024165","Sample5025684",50867,0.00240666377174984
"1127","PU26","Sample5024376",50795,0.00240325724509079
"1128","PU3","Sample5026031",50795,0.00240325724509079
"1129","Sample5024008","Sample5026407",50795,0.00240325724509079
"1130","Sample5024376","Sample5025684",50795,0.00240325724509079
"1131","Sample5024610","Sample5025289",50795,0.00240325724509079
"1132","Sample5026142","Sample5026871",50795,0.00240325724509079
"1133","Sample5024884","Sample5026416",50765,0.00240183785898285
"1134","Sample5024549","Sample5026416",50708,0.00239914102537777
"1135","Sample5024463","Sample5024819",50358,0.00238258152078516
"1136","PU24","Sample5026133",50306,0.0023801212515314
"1137","Sample5024469","Sample5026911",50306,0.0023801212515314
"1138","Sample5024884","Sample5026302",50306,0.0023801212515314
"1139","Sample5024992","Sample5026206",50306,0.0023801212515314
"1140","Sample5025982","Sample5026399",50306,0.0023801212515314
"1141","Sample5025982","Sample5026610",50306,0.0023801212515314
"1142","Sample5025982","Sample5026911",50306,0.0023801212515314
"1143","PU26","Sample5026742",50199,0.00237505877441309
"1144","Sample5024096","Sample5025098",50199,0.00237505877441309
"1145","Sample5026483","Sample5026610",50181,0.00237420714274832
