"fid1","iid1","fid2","iid2","m","ibd0","ibd1","ibd2"
"Luapula","Sample5024056","Luapula","Sample5024697",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024701",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024704",2.3040061868901,0.595,0.405,0
"Luapula","Sample5024056","Luapula","Sample5024706",3.29335894269059,0.796,0.204,0
"Luapula","Sample5024056","Luapula","Sample5024711",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024719",2.30044836747691,0.594,0.406,0
"Luapula","Sample5024056","Western","Sample5024771",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024818",1.27229732716276,0.172,0.828,0
"Luapula","Sample5024056","Luapula","Sample5024819",5.12928301694497,0.898,0.099,0.003
"Luapula","Sample5024056","Luapula","Sample5024820",1.56704059272389,0.325,0.675,0
"Luapula","Sample5024056","Luapula","Sample5024831",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024833",1.37519723474705,0.229,0.771,0
"Luapula","Sample5024056","Luapula","Sample5024838",6.265344566521,0.974,0.026,0
"Luapula","Sample5024056","Luapula","Sample5024839",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5024884",4.41119543298445,0.906,0.094,0
"Luapula","Sample5024056","Western","Sample5024937",20,1,0,0
"Luapula","Sample5024056","Western","Sample5024964",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5024981",1.78836474667285,0.421,0.579,0
"Luapula","Sample5024056","Luapula","Sample5024992",1.44811489652828,0.267,0.733,0
"Luapula","Sample5024056","Luapula","Sample5024996",20,1,0,0
"Luapula","Sample5024056","North-Western","Sample5025065",1.87832144341175,0.456,0.544,0
"Luapula","Sample5024056","North-Western","Sample5025076",1.69432125675771,0.382,0.618,0
"Luapula","Sample5024056","North-Western","Sample5025089",20,1,0,0
"Luapula","Sample5024056","North-Western","Sample5025095",20,1,0,0
"Luapula","Sample5024056","Other","Sample5025098",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025114",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025116",5.29335894269059,0.949,0.051,0
"Luapula","Sample5024056","Luapula","Sample5025117",1.31473259348316,0.196,0.804,0
"Luapula","Sample5024056","Luapula","Sample5025118",1.35291578737105,0.217,0.783,0
"Luapula","Sample5024056","Luapula","Sample5025119",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025122",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025123",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025125",4.76027527352894,0.876,0.12,0.004
"Luapula","Sample5024056","Western","Sample5025199",9.96578428466209,0.998,0.002,0
"Luapula","Sample5024056","Luapula","Sample5025257",1.94619355630421,0.481,0.519,0
"Luapula","Sample5024056","Luapula","Sample5025261",1.30044836747691,0.188,0.812,0
"Luapula","Sample5024056","Luapula","Sample5025262",1.62148837674627,0.35,0.65,0
"Luapula","Sample5024056","Luapula","Sample5025263",1.53533173299656,0.31,0.69,0
"Luapula","Sample5024056","Luapula","Sample5025264",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025266",4.37568054507173,0.838,0.155,0.007
"Luapula","Sample5024056","Luapula","Sample5025268",20,1,0,0
"Luapula","Sample5024056","Western","Sample5025289",5.38082178394093,0.952,0.048,0
"Luapula","Sample5024056","Western","Sample5025291",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025334",20,1,0,0
"Luapula","Sample5024056","Western","Sample5025335",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025398",20,1,0,0
"Luapula","Sample5024056","Other","Sample5025468",5.41119543298445,0.953,0.047,0
"Luapula","Sample5024056","Luapula","Sample5025499",1.36773178450049,0.225,0.775,0
"Luapula","Sample5024056","Western","Sample5025503",20,1,0,0
"Luapula","Sample5024056","Western","Sample5025504",20,1,0,0
"Luapula","Sample5024056","Western","Sample5025542",20,1,0,0
"Luapula","Sample5024056","Western","Sample5025548",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025617",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025643",6.10780328953452,0.971,0.029,0
"Luapula","Sample5024056","Muchinga","Sample5025644",7.64385618977472,0.99,0.01,0
"Luapula","Sample5024056","Muchinga","Sample5025654",4.32192809488736,0.9,0.1,0
"Luapula","Sample5024056","Northern","Sample5025684",1.47593632422279,0.281,0.719,0
"Luapula","Sample5024056","Western","Sample5025747",9.96578428466209,0.998,0.002,0
"Luapula","Sample5024056","Muchinga","Sample5025753",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025773",10.9657842846621,0.999,0.001,0
"Luapula","Sample5024056","Muchinga","Sample5025776",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025782",3.83650126771712,0.86,0.14,0
"Luapula","Sample5024056","Muchinga","Sample5025822",4.96578428466209,0.936,0.064,0
"Luapula","Sample5024056","Luapula","Sample5025909",1.29512803554365,0.185,0.815,0
"Luapula","Sample5024056","Muchinga","Sample5025918",6.10780328953452,0.971,0.029,0
"Luapula","Sample5024056","Luapula","Sample5025922",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025923",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025929",6.44222232860507,0.977,0.023,0
"Luapula","Sample5024056","Luapula","Sample5025930",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025941",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025942",2.09234017214671,0.531,0.469,0
"Luapula","Sample5024056","Luapula","Sample5025953",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5025954",1.30578839223211,0.191,0.809,0
"Luapula","Sample5024056","Luapula","Sample5025957",6.7178567712185,0.981,0.019,0
"Luapula","Sample5024056","Muchinga","Sample5025958",1.60164962965404,0.341,0.659,0
"Luapula","Sample5024056","Luapula","Sample5025964",2.14880066140671,0.549,0.451,0
"Luapula","Sample5024056","Luapula","Sample5025967",20,1,0,0
"Luapula","Sample5024056","Muchinga","Sample5025973",4.36923380966572,0.824,0.168,0.009
"Luapula","Sample5024056","Muchinga","Sample5025982",9.96578428466209,0.998,0.002,0
"Luapula","Sample5024056","Luapula","Sample5026031",3.35845397091248,0.805,0.195,0
"Luapula","Sample5024056","Luapula","Sample5026032",1.35660554652011,0.219,0.781,0
"Luapula","Sample5024056","Northern","Sample5026054",1.729770092762,0.397,0.603,0
"Luapula","Sample5024056","Luapula","Sample5026133",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026134",1.32192809488736,0.2,0.8,0
"Luapula","Sample5024056","Luapula","Sample5026142",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026152",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026161",5.15842936260448,0.944,0.056,0
"Luapula","Sample5024056","Luapula","Sample5026175",6.79585928321977,0.982,0.018,0
"Luapula","Sample5024056","Eastern","Sample5026206",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026240",1.91866037254806,0.471,0.529,0
"Luapula","Sample5024056","Northern","Sample5026244",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026290",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026293",5.265344566521,0.948,0.052,0
"Luapula","Sample5024056","Luapula","Sample5026297",1.5649048483799,0.324,0.676,0
"Luapula","Sample5024056","Luapula","Sample5026301",6.96578428466209,0.984,0.016,0
"Luapula","Sample5024056","Luapula","Sample5026302",5.68038206579984,0.961,0.039,0
"Luapula","Sample5024056","Luapula","Sample5026309",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026311",1.40927822999016,0.247,0.753,0
"Luapula","Sample5024056","Luapula","Sample5026312",20,1,0,0
"Luapula","Sample5024056","Eastern","Sample5026316",2.16488438474178,0.554,0.446,0
"Luapula","Sample5024056","Copperbelt","Sample5026338",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026350",20,1,0,0
"Luapula","Sample5024056","Western","Sample5026378",20,1,0,0
"Luapula","Sample5024056","Western","Sample5026392",20,1,0,0
"Luapula","Sample5024056","Western","Sample5026399",20,1,0,0
"Luapula","Sample5024056","Western","Sample5026400",6.15842936260448,0.972,0.028,0
"Luapula","Sample5024056","Luapula","Sample5026402",2.09850554495242,0.533,0.467,0
"Luapula","Sample5024056","Luapula","Sample5026403",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026407",4.41119543298445,0.906,0.094,0
"Luapula","Sample5024056","Luapula","Sample5026409",4.26128418537703,0.827,0.165,0.008
"Luapula","Sample5024056","Luapula","Sample5026416",10.9657842846621,0.999,0.001,0
"Luapula","Sample5024056","Luapula","Sample5026421",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026433",1.612637459164,0.346,0.654,0
"Luapula","Sample5024056","Luapula","Sample5026435",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026437",1.47393118833241,0.28,0.72,0
"Luapula","Sample5024056","Luapula","Sample5026438",1.43635373051594,0.261,0.739,0
"Luapula","Sample5024056","Luapula","Sample5026441",1.83392732405329,0.439,0.561,0
"Luapula","Sample5024056","Luapula","Sample5026443",2.17462139610707,0.557,0.443,0
"Luapula","Sample5024056","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026452",5.97727992349992,0.938,0.061,0.001
"Luapula","Sample5024056","Luapula","Sample5026460",20,1,0,0
"Luapula","Sample5024056","Luapula","Sample5026468",2.53533173299656,0.655,0.345,0
"Luapula","Sample5024056","Luapula","Sample5026480",20,1,0,0
"Luapula","Sample5024056","Western","Sample5026483",7.50635266602479,0.989,0.011,0
"Luapula","Sample5024056","Northern","Sample5026578",1.52699243208383,0.306,0.694,0
"Luapula","Sample5024056","Northern","Sample5026584",4.61806680800735,0.897,0.102,0.002
"Luapula","Sample5024056","Northern","Sample5026588",1.23107466443625,0.148,0.852,0
"Luapula","Sample5024056","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5024056","Copperbelt","Sample5026610",6.44222232860507,0.977,0.023,0
"Luapula","Sample5024056","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5024056","Copperbelt","Sample5026698",4.75633091903314,0.926,0.074,0
"Luapula","Sample5024056","North-Western","Sample5026712",2.65290132937773,0.682,0.318,0
"Luapula","Sample5024056","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5024056","North-Western","Sample5026727",8.15842936260448,0.993,0.007,0
"Luapula","Sample5024056","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5024056","North-Western","Sample5026735",4,0.875,0.125,0
"Luapula","Sample5024056","Copperbelt","Sample5026742",6.44222232860507,0.977,0.023,0
"Luapula","Sample5024056","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5024056","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5024056","North-Western","Sample5026773",1.56704059272389,0.325,0.675,0
"Luapula","Sample5024056","Copperbelt","Sample5026793",20,1,0,0
"Luapula","Sample5024056","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5024056","Copperbelt","Sample5026814",1.72499295250013,0.395,0.605,0
"Luapula","Sample5024056","Copperbelt","Sample5026847",1.3492354408831,0.215,0.785,0
"Luapula","Sample5024056","Copperbelt","Sample5026866",6.01158797427521,0.969,0.031,0
"Luapula","Sample5024056","Eastern","Sample5026871",2.03209362970985,0.511,0.489,0
"Luapula","Sample5024056","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5024056","Eastern","Sample5026878",2.40736357139342,0.623,0.377,0
"Luapula","Sample5024056","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5024056","Eastern","Sample5026884",4.01331502849496,0.861,0.136,0.002
"Luapula","Sample5024056","Eastern","Sample5026910",1.53951952995999,0.312,0.688,0
"Luapula","Sample5024056","Eastern","Sample5026911",20,1,0,0
"Luapula","Sample5024056","Eastern","Sample5026916",3.95455702923883,0.871,0.129,0
"Luapula","Sample5024056","Other","Sample5027250",2.35107444054688,0.608,0.392,0
"Luapula","Sample5024069","Luapula","Sample5024082",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024083",1.38835545662634,0.236,0.764,0
"Luapula","Sample5024069","Luapula","Sample5024085",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024086",1.10005101381033,0.067,0.933,0
"Luapula","Sample5024069","Luapula","Sample5024096",1.19594644103265,0.127,0.873,0
"Luapula","Sample5024069","Western","Sample5024113",20,1,0,0
"Luapula","Sample5024069","Western","Sample5024165",2.31114825613412,0.597,0.403,0
"Luapula","Sample5024069","Western","Sample5024171",1.13606154957603,0.09,0.91,0
"Luapula","Sample5024069","Western","Sample5024173",1.56064282152574,0.322,0.678,0
"Luapula","Sample5024069","Western","Sample5024179",2.94897599697553,0.741,0.259,0
"Luapula","Sample5024069","Luapula","Sample5024226",20,1,0,0
"Luapula","Sample5024069","Copperbelt","Sample5024244",3.05889368905357,0.76,0.24,0
"Luapula","Sample5024069","Luapula","Sample5024252",1.26707961789174,0.169,0.831,0
"Luapula","Sample5024069","Luapula","Sample5024262",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024264",1.04543142924701,0.031,0.969,0
"Luapula","Sample5024069","North-Western","Sample5024275",20,1,0,0
"Luapula","Sample5024069","Northern","Sample5024310",3.00578235259401,0.751,0.249,0
"Luapula","Sample5024069","Northern","Sample5024360",2.8416629728329,0.721,0.279,0
"Luapula","Sample5024069","Northern","Sample5024364",1.40354186044101,0.244,0.756,0
"Luapula","Sample5024069","Eastern","Sample5024376",1.2446850959549,0.156,0.844,0
"Luapula","Sample5024069","Luapula","Sample5024414",1.53324238427383,0.309,0.691,0
"Luapula","Sample5024069","Luapula","Sample5024416",1.5842413334775,0.333,0.667,0
"Luapula","Sample5024069","Luapula","Sample5024442",1.48600402063299,0.286,0.714,0
"Luapula","Sample5024069","Western","Sample5024461",3.27928375747887,0.794,0.206,0
"Luapula","Sample5024069","Luapula","Sample5024463",1.76366046083163,0.411,0.589,0
"Luapula","Sample5024069","Western","Sample5024465",3.10780328953452,0.768,0.232,0
"Luapula","Sample5024069","Western","Sample5024467",20,1,0,0
"Luapula","Sample5024069","Western","Sample5024469",20,1,0,0
"Luapula","Sample5024069","Western","Sample5024472",20,1,0,0
"Luapula","Sample5024069","Western","Sample5024473",1.60603472433976,0.343,0.657,0
"Luapula","Sample5024069","Western","Sample5024475",1.15521264992094,0.102,0.898,0
"Luapula","Sample5024069","Western","Sample5024476",2.65744525452268,0.683,0.317,0
"Luapula","Sample5024069","North-Western","Sample5024485",1.75389599011608,0.407,0.593,0
"Luapula","Sample5024069","North-Western","Sample5024500",20,1,0,0
"Luapula","Sample5024069","North-Western","Sample5024504",2.72737954533701,0.698,0.302,0
"Luapula","Sample5024069","North-Western","Sample5024513",3.01158797427521,0.752,0.248,0
"Luapula","Sample5024069","North-Western","Sample5024515",2.69432125675771,0.691,0.309,0
"Luapula","Sample5024069","Muchinga","Sample5024525",2.76121314041288,0.705,0.295,0
"Luapula","Sample5024069","Eastern","Sample5024535",1.11247472925841,0.075,0.925,0
"Luapula","Sample5024069","Eastern","Sample5024536",2.14241704461585,0.547,0.453,0
"Luapula","Sample5024069","Eastern","Sample5024549",1.17625063969173,0.115,0.885,0
"Luapula","Sample5024069","North-Western","Sample5024591",1.3621579396759,0.222,0.778,0
"Luapula","Sample5024069","Eastern","Sample5024608",2.12658049656514,0.542,0.458,0
"Luapula","Sample5024069","Eastern","Sample5024610",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024673",1.15040098884855,0.099,0.901,0
"Luapula","Sample5024069","Luapula","Sample5024680",2.8059129478837,0.714,0.286,0
"Luapula","Sample5024069","Luapula","Sample5024681",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024686",2.96015973546821,0.743,0.257,0
"Luapula","Sample5024069","Luapula","Sample5024697",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024701",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024704",1.40736357139342,0.246,0.754,0
"Luapula","Sample5024069","Luapula","Sample5024706",1.42856588412349,0.257,0.743,0
"Luapula","Sample5024069","Luapula","Sample5024711",2.8416629728329,0.721,0.279,0
"Luapula","Sample5024069","Luapula","Sample5024719",1.39782820924662,0.241,0.759,0
"Luapula","Sample5024069","Western","Sample5024771",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5024818",1.0862010350493,0.058,0.942,0
"Luapula","Sample5024069","Luapula","Sample5024819",1.70839644196944,0.388,0.612,0
"Luapula","Sample5024069","Luapula","Sample5024820",1.17788172527066,0.116,0.884,0
"Luapula","Sample5024069","Luapula","Sample5024831",5.4594316186373,0.914,0.084,0.002
"Luapula","Sample5024069","Luapula","Sample5024833",1.11403524324603,0.076,0.924,0
"Luapula","Sample5024069","Luapula","Sample5024838",2.87832144341175,0.728,0.272,0
"Luapula","Sample5024069","Luapula","Sample5024839",20,1,0,0
"Luapula","Sample5024069","Muchinga","Sample5024884",1.75633091903314,0.408,0.592,0
"Luapula","Sample5024069","Western","Sample5024937",20,1,0,0
"Luapula","Sample5024069","Western","Sample5024964",2.85725982788392,0.724,0.276,0
"Luapula","Sample5024069","Luapula","Sample5024981",1.26707961789174,0.169,0.831,0
"Luapula","Sample5024069","Luapula","Sample5024992",1.14880066140671,0.098,0.902,0
"Luapula","Sample5024069","Luapula","Sample5024996",20,1,0,0
"Luapula","Sample5024069","North-Western","Sample5025065",1.28103566424046,0.177,0.823,0
"Luapula","Sample5024069","North-Western","Sample5025076",1.2293823533438,0.147,0.853,0
"Luapula","Sample5024069","North-Western","Sample5025089",20,1,0,0
"Luapula","Sample5024069","North-Western","Sample5025095",20,1,0,0
"Luapula","Sample5024069","Other","Sample5025098",3.05889368905357,0.76,0.24,0
"Luapula","Sample5024069","Luapula","Sample5025114",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025116",2.70839644196944,0.694,0.306,0
"Luapula","Sample5024069","Luapula","Sample5025117",1.10780328953451,0.072,0.928,0
"Luapula","Sample5024069","Luapula","Sample5025118",1.08314123530025,0.056,0.944,0
"Luapula","Sample5024069","Luapula","Sample5025119",3.20423305221761,0.783,0.217,0
"Luapula","Sample5024069","Luapula","Sample5025122",2.08926733809709,0.53,0.47,0
"Luapula","Sample5024069","Luapula","Sample5025123",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025125",1.58207999218803,0.332,0.668,0
"Luapula","Sample5024069","Western","Sample5025199",3.00578235259401,0.751,0.249,0
"Luapula","Sample5024069","Luapula","Sample5025257",1.24982229440694,0.159,0.841,0
"Luapula","Sample5024069","Luapula","Sample5025261",1.12029423371771,0.08,0.92,0
"Luapula","Sample5024069","Luapula","Sample5025262",1.27578631324264,0.174,0.826,0
"Luapula","Sample5024069","Luapula","Sample5025263",1.19759995988516,0.128,0.872,0
"Luapula","Sample5024069","Luapula","Sample5025264",1.78338993125756,0.419,0.581,0
"Luapula","Sample5024069","Luapula","Sample5025266",1.75389599011608,0.407,0.593,0
"Luapula","Sample5024069","Luapula","Sample5025268",3.01158797427521,0.752,0.248,0
"Luapula","Sample5024069","Western","Sample5025289",2.54793176977619,0.658,0.342,0
"Luapula","Sample5024069","Western","Sample5025291",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025334",20,1,0,0
"Luapula","Sample5024069","Western","Sample5025335",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025398",1.91321623385793,0.469,0.531,0
"Luapula","Sample5024069","Other","Sample5025468",2.8008773579864,0.713,0.287,0
"Luapula","Sample5024069","Luapula","Sample5025499",1.19099722506091,0.124,0.876,0
"Luapula","Sample5024069","Western","Sample5025503",20,1,0,0
"Luapula","Sample5024069","Western","Sample5025504",2.97143084780323,0.745,0.255,0
"Luapula","Sample5024069","Western","Sample5025542",20,1,0,0
"Luapula","Sample5024069","Western","Sample5025548",3.62593428177746,0.838,0.162,0
"Luapula","Sample5024069","Muchinga","Sample5025617",20,1,0,0
"Luapula","Sample5024069","Muchinga","Sample5025643",1.65744525452268,0.366,0.634,0
"Luapula","Sample5024069","Muchinga","Sample5025644",2.63486740654747,0.678,0.322,0
"Luapula","Sample5024069","Muchinga","Sample5025654",1.63262893435147,0.355,0.645,0
"Luapula","Sample5024069","Northern","Sample5025684",1.08926733809709,0.06,0.94,0
"Luapula","Sample5024069","Western","Sample5025747",2.86775220170156,0.726,0.274,0
"Luapula","Sample5024069","Muchinga","Sample5025753",3.18442457113743,0.78,0.22,0
"Luapula","Sample5024069","Muchinga","Sample5025773",2.87832144341175,0.728,0.272,0
"Luapula","Sample5024069","Muchinga","Sample5025776",20,1,0,0
"Luapula","Sample5024069","Muchinga","Sample5025782",1.612637459164,0.346,0.654,0
"Luapula","Sample5024069","Muchinga","Sample5025822",2.82623293226329,0.718,0.282,0
"Luapula","Sample5024069","Luapula","Sample5025909",1.08773337193355,0.059,0.941,0
"Luapula","Sample5024069","Muchinga","Sample5025918",2.62593428177746,0.676,0.324,0
"Luapula","Sample5024069","Luapula","Sample5025922",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025923",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5025929",2.91593573521153,0.735,0.265,0
"Luapula","Sample5024069","Luapula","Sample5025930",4.13073694117579,0.816,0.175,0.009
"Luapula","Sample5024069","Muchinga","Sample5025941",4.97692215518638,0.907,0.091,0.002
"Luapula","Sample5024069","Muchinga","Sample5025942",1.26707961789174,0.169,0.831,0
"Luapula","Sample5024069","Luapula","Sample5025953",1.98564470702293,0.495,0.505,0
"Luapula","Sample5024069","Luapula","Sample5025954",1.10005101381033,0.067,0.933,0
"Luapula","Sample5024069","Luapula","Sample5025957",2.83650126771712,0.72,0.28,0
"Luapula","Sample5024069","Muchinga","Sample5025958",1.15842936260448,0.104,0.896,0
"Luapula","Sample5024069","Luapula","Sample5025964",1.3621579396759,0.222,0.778,0
"Luapula","Sample5024069","Luapula","Sample5025967",5.33985000288463,0.922,0.077,0.002
"Luapula","Sample5024069","Muchinga","Sample5025973",1.49817873457909,0.292,0.708,0
"Luapula","Sample5024069","Muchinga","Sample5025982",3.05289494843213,0.759,0.241,0
"Luapula","Sample5024069","Luapula","Sample5026031",1.52491511705122,0.305,0.695,0
"Luapula","Sample5024069","Luapula","Sample5026032",1.13764780046798,0.091,0.909,0
"Luapula","Sample5024069","Northern","Sample5026054",1.32192809488736,0.2,0.8,0
"Luapula","Sample5024069","Luapula","Sample5026133",3.53732287686125,0.698,0.275,0.027
"Luapula","Sample5024069","Luapula","Sample5026134",1.06945188075215,0.047,0.953,0
"Luapula","Sample5024069","Luapula","Sample5026142",2.23446525363702,0.575,0.425,0
"Luapula","Sample5024069","Luapula","Sample5026152",3.01158797427521,0.752,0.248,0
"Luapula","Sample5024069","Luapula","Sample5026161",2.8416629728329,0.721,0.279,0
"Luapula","Sample5024069","Luapula","Sample5026175",3.0350469470992,0.756,0.244,0
"Luapula","Sample5024069","Eastern","Sample5026206",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026240",1.34007544159762,0.21,0.79,0
"Luapula","Sample5024069","Northern","Sample5026244",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026290",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026293",2.7809089417538,0.709,0.291,0
"Luapula","Sample5024069","Luapula","Sample5026297",1.22600367488883,0.145,0.855,0
"Luapula","Sample5024069","Luapula","Sample5026301",2.8520421186129,0.723,0.277,0
"Luapula","Sample5024069","Luapula","Sample5026302",2.69899774396719,0.692,0.308,0
"Luapula","Sample5024069","Luapula","Sample5026309",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026311",1.13447704086004,0.089,0.911,0
"Luapula","Sample5024069","Luapula","Sample5026312",5.64385618977471,0.935,0.063,0.001
"Luapula","Sample5024069","Eastern","Sample5026316",1.37894449670026,0.231,0.769,0
"Luapula","Sample5024069","Copperbelt","Sample5026338",2.96015973546821,0.743,0.257,0
"Luapula","Sample5024069","Luapula","Sample5026350",2.99424073071132,0.749,0.251,0
"Luapula","Sample5024069","Western","Sample5026378",20,1,0,0
"Luapula","Sample5024069","Western","Sample5026392",2.88896868761126,0.73,0.27,0
"Luapula","Sample5024069","Western","Sample5026399",20,1,0,0
"Luapula","Sample5024069","Western","Sample5026400",2.8059129478837,0.714,0.286,0
"Luapula","Sample5024069","Luapula","Sample5026402",1.33642766458248,0.208,0.792,0
"Luapula","Sample5024069","Luapula","Sample5026403",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026407",2.63486740654747,0.678,0.322,0
"Luapula","Sample5024069","Luapula","Sample5026409",1.65972259523375,0.367,0.633,0
"Luapula","Sample5024069","Luapula","Sample5026416",2.77102743023984,0.707,0.293,0
"Luapula","Sample5024069","Luapula","Sample5026421",2.81426676573407,0.693,0.298,0.009
"Luapula","Sample5024069","Luapula","Sample5026433",1.27404076549081,0.173,0.827,0
"Luapula","Sample5024069","Luapula","Sample5026435",4.7803194146492,0.889,0.108,0.003
"Luapula","Sample5024069","Luapula","Sample5026437",1.21089678249862,0.136,0.864,0
"Luapula","Sample5024069","Luapula","Sample5026438",1.1456053222469,0.096,0.904,0
"Luapula","Sample5024069","Luapula","Sample5026441",1.20423305221761,0.132,0.868,0
"Luapula","Sample5024069","Luapula","Sample5026443",1.38835545662634,0.236,0.764,0
"Luapula","Sample5024069","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5024069","Luapula","Sample5026452",1.55215635563791,0.318,0.682,0
"Luapula","Sample5024069","Luapula","Sample5026460",2.7178567712185,0.696,0.304,0
"Luapula","Sample5024069","Luapula","Sample5026468",1.41311518714782,0.249,0.751,0
"Luapula","Sample5024069","Luapula","Sample5026480",3.64385618977473,0.735,0.245,0.02
"Luapula","Sample5024069","Western","Sample5026483",2.8059129478837,0.714,0.286,0
"Luapula","Sample5024069","Northern","Sample5026578",1.17299399036102,0.113,0.887,0
"Luapula","Sample5024069","Northern","Sample5026584",1.86249647625007,0.45,0.55,0
"Luapula","Sample5024069","Northern","Sample5026588",1.09234017214671,0.062,0.938,0
"Luapula","Sample5024069","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5024069","Copperbelt","Sample5026610",2.8008773579864,0.713,0.287,0
"Luapula","Sample5024069","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5024069","Copperbelt","Sample5026698",2.45798964446339,0.636,0.364,0
"Luapula","Sample5024069","North-Western","Sample5026712",1.50225991139091,0.294,0.706,0
"Luapula","Sample5024069","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5024069","North-Western","Sample5026727",2.89432192210546,0.731,0.269,0
"Luapula","Sample5024069","North-Western","Sample5026729",5.37203868980014,0.932,0.067,0.001
"Luapula","Sample5024069","North-Western","Sample5026735",1.50430483737593,0.295,0.705,0
"Luapula","Sample5024069","Copperbelt","Sample5026742",2.75146516386132,0.703,0.297,0
"Luapula","Sample5024069","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5024069","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5024069","North-Western","Sample5026773",1.19925537606322,0.129,0.871,0
"Luapula","Sample5024069","Copperbelt","Sample5026793",1.84944032342462,0.445,0.555,0
"Luapula","Sample5024069","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5024069","Copperbelt","Sample5026814",1.27055599316634,0.171,0.829,0
"Luapula","Sample5024069","Copperbelt","Sample5026847",1.14082554413356,0.093,0.907,0
"Luapula","Sample5024069","Copperbelt","Sample5026866",2.86249647625006,0.725,0.275,0
"Luapula","Sample5024069","Eastern","Sample5026871",1.32553934843974,0.202,0.798,0
"Luapula","Sample5024069","Eastern","Sample5026877",2.92139016530363,0.736,0.264,0
"Luapula","Sample5024069","Eastern","Sample5026878",1.43830727860169,0.262,0.738,0
